date,original_tripc,original_male,original_female,filtered_tripc,filtered_male,filtered_female
14/12/2014,11941,8547,2732,11279,8547,2732
15/12/2014,19382,15139,3722,18861,15139,3722
16/12/2014,16816,13253,3205,16458,13253,3205
17/12/2014,20346,15880,3964,19844,15880,3964
18/12/2014,19051,15172,3512,18684,15172,3512
19/12/2014,17200,13560,3211,16771,13560,3211
20/12/2014,9582,7154,2055,9209,7154,2055
21/12/2014,8747,6419,1936,8355,6419,1936
22/12/2014,13560,10727,2416,13143,10727,2416
23/12/2014,9422,7557,1629,9186,7557,1629
24/12/2014,4285,3483,698,4181,3483,698
25/12/2014,4890,2798,862,3660,2798,862
26/12/2014,9895,6794,1801,8595,6794,1801
27/12/2014,10247,6195,2044,8239,6195,2044
28/12/2014,7902,5312,1628,6940,5312,1628
29/12/2014,13549,10102,2304,12406,10102,2304
30/12/2014,12196,9550,2005,11555,9550,2005
31/12/2014,9739,7402,1746,9148,7402,1746
01/01/2015,5317,3584,1067,4651,3584,1067
02/01/2015,11304,8488,2174,10662,8488,2174
03/01/2015,4478,3215,1037,4252,3215,1037
04/01/2015,7849,5734,1722,7456,5734,1722
05/01/2015,14506,11785,2471,14256,11785,2471
06/01/2015,8739,7354,1364,8718,7354,1364
07/01/2015,9646,8006,1604,9610,8006,1604
08/01/2015,8779,7282,1451,8733,7282,1451
09/01/2015,7930,6680,1211,7891,6680,1211
10/01/2015,6109,4766,1268,6034,4766,1268
11/01/2015,7467,5614,1681,7295,5614,1681
12/01/2015,8645,7147,1438,8585,7147,1438
13/01/2015,12797,10464,2259,12723,10464,2259
14/01/2015,13086,10624,2342,12966,10624,2342
15/01/2015,14075,11404,2487,13891,11404,2487
16/01/2015,13843,11153,2456,13609,11153,2456
17/01/2015,7491,5506,1668,7174,5506,1668
18/01/2015,1795,1439,329,1768,1439,329
19/01/2015,10710,8225,2177,10402,8225,2177
20/01/2015,16129,12986,2887,15873,12986,2887
21/01/2015,15234,12279,2785,15064,12279,2785
22/01/2015,15864,12763,2902,15665,12763,2902
23/01/2015,15737,12596,2831,15427,12596,2831
24/01/2015,4814,3796,906,4702,3796,906
25/01/2015,9379,6892,2058,8950,6892,2058
26/01/2015,4141,3489,628,4117,3489,628
27/01/2015,1214,1046,139,1185,1046,139
28/01/2015,5401,4590,778,5368,4590,778
29/01/2015,8870,7347,1430,8777,7347,1430
30/01/2015,9015,7421,1514,8935,7421,1514
31/01/2015,5188,4089,1029,5118,4089,1029
01/02/2015,6441,4897,1359,6256,4897,1359
02/02/2015,1459,1245,203,1448,1245,203
03/02/2015,4754,4092,653,4745,4092,653
04/02/2015,8973,7457,1476,8933,7457,1476
05/02/2015,9208,7752,1427,9179,7752,1427
06/02/2015,8575,7145,1381,8526,7145,1381
07/02/2015,6790,5217,1349,6566,5217,1349
08/02/2015,6662,5099,1371,6470,5099,1371
09/02/2015,5160,4311,798,5109,4311,798
10/02/2015,10328,8517,1718,10235,8517,1718
11/02/2015,11439,9377,1948,11325,9377,1948
12/02/2015,11269,9304,1853,11157,9304,1853
13/02/2015,7642,6337,1225,7562,6337,1225
14/02/2015,4614,3569,939,4508,3569,939
15/02/2015,2581,2059,489,2548,2059,489
16/02/2015,3998,3301,653,3954,3301,653
17/02/2015,4784,4047,706,4753,4047,706
18/02/2015,9170,7553,1537,9090,7553,1537
19/02/2015,7799,6557,1209,7766,6557,1209
20/02/2015,6159,5191,940,6131,5191,940
21/02/2015,3157,2465,645,3110,2465,645
22/02/2015,4274,3386,792,4178,3386,792
23/02/2015,7458,6280,1133,7413,6280,1133
24/02/2015,7402,6230,1123,7353,6230,1123
25/02/2015,10751,8841,1794,10635,8841,1794
26/02/2015,9901,8238,1592,9830,8238,1592
27/02/2015,9864,8152,1550,9702,8152,1550
28/02/2015,6318,4944,1201,6145,4944,1201
01/03/2015,2879,2162,599,2761,2162,599
02/03/2015,7283,6009,1180,7189,6009,1180
03/03/2015,6533,5470,1008,6478,5470,1008
04/03/2015,7514,6251,1208,7459,6251,1208
05/03/2015,1637,1432,201,1633,1432,201
06/03/2015,5162,4382,738,5120,4382,738
07/03/2015,5590,4255,1117,5372,4255,1117
08/03/2015,7898,5730,1720,7450,5730,1720
09/03/2015,14878,11667,2695,14362,11667,2695
10/03/2015,11781,9285,2179,11464,9285,2179
11/03/2015,19561,14975,3743,18718,14975,3743
12/03/2015,17530,13811,3154,16965,13811,3154
13/03/2015,16145,12366,3092,15458,12366,3092
14/03/2015,3906,3070,688,3758,3070,688
15/03/2015,8838,6455,1798,8253,6455,1798
16/03/2015,16787,12947,3114,16061,12947,3114
17/03/2015,14857,11696,2662,14358,11696,2662
18/03/2015,13842,11141,2399,13540,11141,2399
19/03/2015,15446,12229,2704,14933,12229,2704
20/03/2015,8052,6496,1384,7880,6496,1384
21/03/2015,9338,6591,1920,8511,6591,1920
22/03/2015,9676,6684,2060,8744,6684,2060
23/03/2015,13538,10688,2474,13162,10688,2474
24/03/2015,16166,12693,2917,15610,12693,2917
25/03/2015,14670,11571,2637,14208,11571,2637
26/03/2015,14954,11904,2708,14612,11904,2708
27/03/2015,14107,11036,2612,13648,11036,2612
28/03/2015,1107,897,199,1096,897,199
29/03/2015,9826,6816,2120,8936,6816,2120
30/03/2015,18075,13973,3383,17356,13973,3383
31/03/2015,14250,11167,2629,13796,11167,2629
01/04/2015,20146,15453,3791,19244,15453,3791
02/04/2015,24227,17574,4647,22221,17574,4647
03/04/2015,14774,10996,2846,13842,10996,2846
04/04/2015,14355,9054,2873,11927,9054,2873
05/04/2015,13799,8329,2667,10996,8329,2667
06/04/2015,23391,16761,4325,21086,16761,4325
07/04/2015,16262,12581,2980,15561,12581,2980
08/04/2015,17872,13966,3225,17191,13966,3225
09/04/2015,16546,13156,2936,16092,13156,2936
10/04/2015,16317,12547,3038,15585,12547,3038
11/04/2015,18643,11487,3874,15361,11487,3874
12/04/2015,19954,11554,4213,15767,11554,4213
13/04/2015,24925,18295,5109,23404,18295,5109
14/04/2015,22703,17261,4478,21739,17261,4478
15/04/2015,27594,20227,5603,25830,20227,5603
16/04/2015,27180,19887,5536,25423,19887,5536
17/04/2015,24175,17830,4761,22591,17830,4761
18/04/2015,28174,14831,5486,20317,14831,5486
19/04/2015,21475,12373,4483,16856,12373,4483
20/04/2015,11202,8729,2099,10828,8729,2099
21/04/2015,24868,18089,4935,23024,18089,4935
22/04/2015,21997,16355,4431,20786,16355,4431
23/04/2015,22074,16651,4356,21007,16651,4356
24/04/2015,20981,15834,3975,19809,15834,3975
25/04/2015,21082,12300,4216,16516,12300,4216
26/04/2015,21594,12379,4392,16771,12379,4392
27/04/2015,25501,18476,5046,23522,18476,5046
28/04/2015,29795,21311,5970,27281,21311,5970
29/04/2015,31532,22273,6308,28581,22273,6308
30/04/2015,29252,21026,5833,26859,21026,5833
01/05/2015,27924,19786,5399,25185,19786,5399
02/05/2015,25743,13885,5016,18901,13885,5016
03/05/2015,27694,14187,5321,19508,14187,5321
04/05/2015,32066,21425,6251,27676,21425,6251
05/05/2015,33012,23337,6534,29871,23337,6534
06/05/2015,30313,21604,6153,27757,21604,6153
07/05/2015,34871,24184,6833,31017,24184,6833
08/05/2015,34304,23132,6591,29723,23132,6591
09/05/2015,24329,13755,4830,18585,13755,4830
10/05/2015,26573,14178,5278,19456,14178,5278
11/05/2015,32382,22021,6314,28335,22021,6314
12/05/2015,35225,24149,6888,31037,24149,6888
13/05/2015,33402,23320,6490,29810,23320,6490
14/05/2015,40826,24405,6963,31368,24405,6963
15/05/2015,34945,23169,6602,29771,23169,6602
16/05/2015,23882,13192,4534,17726,13192,4534
17/05/2015,30969,15225,5866,21091,15225,5866
18/05/2015,31559,21626,6062,27688,21626,6062
19/05/2015,33895,23896,6692,30588,23896,6692
20/05/2015,33823,23835,6638,30473,23835,6638
21/05/2015,31214,22492,5968,28460,22492,5968
22/05/2015,31891,21336,6223,27559,21336,6223
23/05/2015,23910,11574,4356,15930,11574,4356
24/05/2015,25151,10635,4241,14876,10635,4241
25/05/2015,28164,12990,5068,18058,12990,5068
26/05/2015,35786,24073,7003,31076,24073,7003
27/05/2015,33710,23491,6761,30252,23491,6761
28/05/2015,35934,24755,7382,32137,24755,7382
29/05/2015,37756,25155,7562,32717,25155,7562
30/05/2015,31147,16266,6260,22526,16266,6260
31/05/2015,19586,10929,4034,14963,10929,4034
01/06/2015,15283,11640,2812,14452,11640,2812
02/06/2015,11984,9391,2113,11504,9391,2113
03/06/2015,34590,24362,6829,31191,24362,6829
04/06/2015,32772,23619,6453,30072,23619,6453
05/06/2015,31294,22178,6111,28289,22178,6111
06/06/2015,26334,14475,5223,19698,14475,5223
07/06/2015,30773,15570,6129,21699,15570,6129
08/06/2015,33585,22935,6838,29773,22935,6838
09/06/2015,35412,24874,7275,32149,24874,7275
10/06/2015,39350,27051,8125,35176,27051,8125
11/06/2015,37400,25790,7764,33554,25790,7764
12/06/2015,35136,23901,7027,30928,23901,7027
13/06/2015,29980,15695,5842,21537,15695,5842
14/06/2015,28184,14343,5640,19983,14343,5640
15/06/2015,25087,17786,4863,22649,17786,4863
16/06/2015,32147,22349,6450,28799,22349,6450
17/06/2015,38030,26345,7602,33947,26345,7602
18/06/2015,35464,25024,7185,32209,25024,7185
19/06/2015,37380,24982,7339,32321,24982,7339
20/06/2015,23580,13121,4703,17824,13121,4703
21/06/2015,25926,13785,5341,19126,13785,5341
22/06/2015,37677,25204,7658,32862,25204,7658
23/06/2015,32294,22503,6532,29035,22503,6532
24/06/2015,41070,28076,8572,36648,28076,8572
25/06/2015,39673,27417,7957,35374,27417,7957
26/06/2015,38614,26065,7641,33706,26065,7641
27/06/2015,15485,9069,3225,12294,9069,3225
28/06/2015,20591,11903,4505,16408,11903,4505
29/06/2015,38037,25653,7404,33057,25653,7404
30/06/2015,38087,26485,7497,33982,26485,7497
01/07/2015,37539,25823,7620,33443,25823,7620
02/07/2015,35559,23818,6905,30723,23818,6905
03/07/2015,26928,13249,5113,18362,13249,5113
04/07/2015,21706,8663,3519,12182,8663,3519
05/07/2015,25920,11778,4578,16356,11778,4578
06/07/2015,35251,23356,7069,30425,23356,7069
07/07/2015,36837,25221,7563,32784,25221,7563
08/07/2015,35047,24393,7193,31586,24393,7193
09/07/2015,31978,22398,6188,28586,22398,6188
10/07/2015,38559,25362,7697,33059,25362,7697
11/07/2015,31719,16217,6081,22298,16217,6081
12/07/2015,31037,15801,6257,22058,15801,6257
13/07/2015,38485,25797,7831,33628,25797,7831
14/07/2015,35802,24888,7654,32542,24888,7654
15/07/2015,34979,24714,7037,31751,24714,7037
16/07/2015,42356,28509,8516,37025,28509,8516
17/07/2015,39595,25733,8033,33766,25733,8033
18/07/2015,28870,15115,5662,20777,15115,5662
19/07/2015,28531,14566,5735,20301,14566,5735
20/07/2015,34889,23546,7138,30684,23546,7138
21/07/2015,38499,26151,7951,34102,26151,7951
22/07/2015,42557,28892,8824,37716,28892,8824
23/07/2015,42175,28483,8528,37011,28483,8528
24/07/2015,40330,26393,8069,34462,26393,8069
25/07/2015,31639,15401,6078,21479,15401,6078
26/07/2015,30543,15296,5960,21256,15296,5960
27/07/2015,38747,25914,7789,33703,25914,7789
28/07/2015,40434,27449,8220,35669,27449,8220
29/07/2015,39428,27074,8152,35226,27074,8152
30/07/2015,31166,21870,6326,28196,21870,6326
31/07/2015,38571,25385,7725,33110,25385,7725
01/08/2015,35179,16356,6416,22772,16356,6416
02/08/2015,31622,15509,6094,21603,15509,6094
03/08/2015,38888,25511,7964,33475,25511,7964
04/08/2015,40783,27211,8303,35514,27211,8303
05/08/2015,41075,27705,8470,36175,27705,8470
06/08/2015,42283,28072,8486,36558,28072,8486
07/08/2015,40999,26427,8069,34496,26427,8069
08/08/2015,38723,17113,6951,24064,17113,6951
09/08/2015,32716,15805,6095,21900,15805,6095
10/08/2015,39870,25931,7785,33716,25931,7785
11/08/2015,25066,17347,4981,22328,17347,4981
12/08/2015,42994,28785,8733,37518,28785,8733
13/08/2015,42170,28178,8465,36643,28178,8465
14/08/2015,39983,25798,8116,33914,25798,8116
15/08/2015,37821,16850,6975,23825,16850,6975
16/08/2015,30344,15224,5913,21137,15224,5913
17/08/2015,37449,24607,7604,32211,24607,7604
18/08/2015,39916,26807,8364,35171,26807,8364
19/08/2015,40726,27425,8597,36022,27425,8597
20/08/2015,39280,26648,7906,34554,26648,7906
21/08/2015,38038,24875,7687,32562,24875,7687
22/08/2015,34277,16622,6586,23208,16622,6586
23/08/2015,33071,16656,6486,23142,16656,6486
24/08/2015,38943,25831,8099,33930,25831,8099
25/08/2015,41655,27886,8890,36776,27886,8890
26/08/2015,42832,28948,8884,37832,28948,8884
27/08/2015,43173,28939,8930,37869,28939,8930
28/08/2015,41755,27111,8543,35654,27111,8543
29/08/2015,34381,17221,6639,23860,17221,6639
30/08/2015,32913,16592,6573,23165,16592,6573
31/08/2015,40119,26737,8387,35124,26737,8387
01/09/2015,43291,29224,9171,38395,29224,9171
02/09/2015,43225,29505,8994,38499,29505,8994
03/09/2015,42879,28849,8932,37781,28849,8932
04/09/2015,39956,25528,8037,33565,25528,8037
05/09/2015,34005,14926,6003,20929,14926,6003
06/09/2015,33199,13511,5312,18823,13511,5312
07/09/2015,33682,15834,6361,22195,15834,6361
08/09/2015,42766,28761,9096,37857,28761,9096
09/09/2015,44005,30329,9331,39660,30329,9331
10/09/2015,22253,15791,4479,20270,15791,4479
11/09/2015,47613,31333,9798,41131,31333,9798
12/09/2015,33661,18351,6973,25324,18351,6973
13/09/2015,34794,18661,7240,25901,18661,7240
14/09/2015,44668,28917,9245,38162,28917,9245
15/09/2015,48729,32220,10489,42709,32220,10489
16/09/2015,51179,34401,11243,45644,34401,11243
17/09/2015,50705,34062,10967,45029,34062,10967
18/09/2015,50285,32795,10557,43352,32795,10557
19/09/2015,43011,21675,9078,30753,21675,9078
20/09/2015,40462,21209,8428,29637,21209,8428
21/09/2015,47180,31967,10004,41971,31967,10004
22/09/2015,48685,33652,10444,44096,33652,10444
23/09/2015,48366,32207,10299,42506,32207,10299
24/09/2015,52706,35128,11193,46321,35128,11193
25/09/2015,51368,33418,10681,44099,33418,10681
26/09/2015,42560,22530,8882,31412,22530,8882
27/09/2015,38285,20579,8498,29077,20579,8498
28/09/2015,48011,32115,10409,42524,32115,10409
29/09/2015,48725,33112,10639,43751,33112,10639
30/09/2015,39445,27968,8617,36585,27968,8617
01/10/2015,34719,24682,7175,31857,24682,7175
02/10/2015,9444,7331,1701,9032,7331,1701
03/10/2015,16564,11597,3553,15150,11597,3553
04/10/2015,30214,17949,6913,24862,17949,6913
05/10/2015,44581,30788,9549,40337,30788,9549
06/10/2015,49719,34375,10807,45182,34375,10807
07/10/2015,50141,34942,10983,45925,34942,10983
08/10/2015,50179,34629,10632,45261,34629,10632
09/10/2015,37283,25435,7585,33020,25435,7585
10/10/2015,39345,20333,8031,28364,20333,8031
11/10/2015,38967,19486,7647,27133,19486,7647
12/10/2015,45584,28217,9212,37429,28217,9212
13/10/2015,49047,33304,10505,43809,33304,10505
14/10/2015,49998,34619,10840,45459,34619,10840
15/10/2015,48783,33728,10299,44027,33728,10299
16/10/2015,46484,31781,9552,41333,31781,9552
17/10/2015,31809,18602,6754,25356,18602,6754
18/10/2015,23978,14966,5245,20211,14966,5245
19/10/2015,36570,26092,7728,33820,26092,7728
20/10/2015,45376,31725,9782,41507,31725,9782
21/10/2015,49121,33863,10692,44555,33863,10692
22/10/2015,49604,34327,10542,44869,34327,10542
23/10/2015,44679,30549,9239,39788,30549,9239
24/10/2015,31713,18051,6964,25015,18051,6964
25/10/2015,29289,17593,6420,24013,17593,6420
26/10/2015,42165,29328,9000,38328,29328,9000
27/10/2015,44553,31563,9645,41208,31563,9645
28/10/2015,20736,15735,4339,20074,15735,4339
29/10/2015,45358,32245,9549,41794,32245,9549
30/10/2015,44518,30709,9069,39778,30709,9069
31/10/2015,31756,18553,6840,25393,18553,6840
01/11/2015,30622,17805,6635,24440,17805,6635
02/11/2015,44534,30369,9136,39505,30369,9136
03/11/2015,49326,33469,10298,43767,33469,10298
04/11/2015,49487,34102,10350,44452,34102,10350
05/11/2015,43006,30489,9010,39499,30489,9010
06/11/2015,47162,32271,9869,42140,32271,9869
07/11/2015,35586,20336,7626,27962,20336,7626
08/11/2015,32317,18485,7119,25604,18485,7119
09/11/2015,42262,29758,8956,38714,29758,8956
10/11/2015,21585,16392,4353,20745,16392,4353
11/11/2015,37705,26951,8244,35195,26951,8244
12/11/2015,37319,27582,7910,35492,27582,7910
13/11/2015,38970,28059,7925,35984,28059,7925
14/11/2015,25299,16039,5677,21716,16039,5677
15/11/2015,25990,16068,5948,22016,16068,5948
16/11/2015,40916,29159,8995,38154,29159,8995
17/11/2015,38939,28352,8511,36863,28352,8511
18/11/2015,41485,30471,9072,39543,30471,9072
19/11/2015,21890,16483,4609,21092,16483,4609
20/11/2015,38205,27525,8061,35586,27525,8061
21/11/2015,28038,17362,6226,23588,17362,6226
22/11/2015,23343,15015,5461,20476,15015,5461
23/11/2015,30136,22494,6178,28672,22494,6178
24/11/2015,32218,23971,6838,30809,23971,6838
25/11/2015,30295,22010,6400,28410,22010,6400
26/11/2015,13291,6898,2550,9448,6898,2550
27/11/2015,22824,13306,4308,17614,13306,4308
28/11/2015,15830,9367,3170,12537,9367,3170
29/11/2015,18452,11696,4127,15823,11696,4127
30/11/2015,30213,22418,6439,28857,22418,6439
01/12/2015,18399,14183,3725,17908,14183,3725
02/12/2015,23782,18204,4933,23137,18204,4933
03/12/2015,33917,25227,7314,32541,25227,7314
04/12/2015,34737,25823,7100,32923,25823,7100
05/12/2015,26358,16572,5858,22430,16572,5858
06/12/2015,24943,15646,5594,21240,15646,5594
07/12/2015,34139,24999,7271,32270,24999,7271
08/12/2015,35614,26439,7545,33984,26439,7545
09/12/2015,35306,26512,7451,33963,26512,7451
10/12/2015,39099,28527,8518,37045,28527,8518
11/12/2015,39060,28430,8175,36605,28430,8175
12/12/2015,31957,19459,7217,26676,19459,7217
13/12/2015,32001,18738,7138,25876,18738,7138
14/12/2015,32518,23639,6837,30476,23639,6837
15/12/2015,38661,28499,8185,36684,28499,8185
16/12/2015,35643,26496,7563,34059,26496,7563
17/12/2015,21961,16944,4496,21440,16944,4496
18/12/2015,30704,23325,6172,29497,23325,6172
19/12/2015,17778,12424,3954,16378,12424,3954
20/12/2015,17030,11505,3889,15394,11505,3889
21/12/2015,29800,22511,5882,28393,22511,5882
22/12/2015,22941,17631,4411,22042,17631,4411
23/12/2015,14817,11331,2921,14252,11331,2921
24/12/2015,18447,13025,3677,16702,13025,3677
25/12/2015,12333,4809,1709,6518,4809,1709
26/12/2015,13914,7650,2441,10091,7650,2441
27/12/2015,13177,7443,2544,9987,7443,2544
28/12/2015,18889,13094,3305,16399,13094,3305
29/12/2015,13347,10072,2487,12559,10072,2487
30/12/2015,22477,15783,4099,19882,15783,4099
31/12/2015,20376,13291,3957,17248,13291,3957
01/01/2016,11009,6322,2163,8485,6322,2163
02/01/2016,14587,8968,3122,12090,8968,3122
03/01/2016,15499,9903,3420,13323,9903,3420
04/01/2016,19593,15081,3829,18910,15081,3829
05/01/2016,18053,14093,3434,17527,14093,3434
06/01/2016,24569,18697,4950,23647,18697,4950
07/01/2016,27773,21080,5733,26813,21080,5733
08/01/2016,28709,21575,5922,27497,21575,5922
09/01/2016,20846,14215,4895,19110,14215,4895
10/01/2016,14275,10098,3213,13311,10098,3213
11/01/2016,22937,17843,4507,22350,17843,4507
12/01/2016,25211,19571,5111,24682,19571,5111
13/01/2016,21133,16636,4110,20746,16636,4110
14/01/2016,23780,18616,4646,23262,18616,4646
15/01/2016,28435,21505,5815,27320,21505,5815
16/01/2016,19178,12610,4460,17070,12610,4460
17/01/2016,12024,8139,2699,10838,8139,2699
18/01/2016,12718,9500,2689,12189,9500,2689
19/01/2016,17281,13705,3273,16978,13705,3273
20/01/2016,23420,18215,4739,22954,18215,4739
21/01/2016,23672,18421,4755,23176,18421,4755
22/01/2016,20950,16508,4035,20543,16508,4035
27/01/2016,6761,5420,1189,6609,5420,1189
28/01/2016,11946,9612,2113,11725,9612,2113
29/01/2016,16028,12679,2982,15661,12679,2982
30/01/2016,12973,9218,2919,12137,9218,2919
31/01/2016,16118,11084,3734,14818,11084,3734
01/02/2016,24334,18810,4760,23570,18810,4760
02/02/2016,28528,21850,5741,27591,21850,5741
03/02/2016,16203,12683,3190,15873,12683,3190
04/02/2016,27766,21176,5595,26771,21176,5595
05/02/2016,13670,10837,2510,13347,10837,2510
06/02/2016,16933,11681,3846,15527,11681,3846
07/02/2016,17605,11685,4082,15767,11685,4082
08/02/2016,19026,15082,3506,18588,15082,3506
09/02/2016,22741,17644,4548,22192,17644,4548
10/02/2016,22420,17501,4457,21958,17501,4457
11/02/2016,18748,14867,3534,18401,14867,3534
12/02/2016,16449,13080,3017,16097,13080,3017
13/02/2016,6625,5063,1370,6433,5063,1370
14/02/2016,4653,3562,892,4454,3562,892
15/02/2016,5884,4564,1146,5710,4564,1146
16/02/2016,14542,11627,2694,14321,11627,2694
17/02/2016,23572,18381,4562,22943,18381,4562
18/02/2016,22261,17280,4250,21530,17280,4250
19/02/2016,21959,16992,4139,21131,16992,4139
20/02/2016,24484,15122,5255,20377,15122,5255
21/02/2016,20052,12452,4405,16857,12452,4405
22/02/2016,28233,21051,5711,26762,21051,5711
23/02/2016,16133,12527,3304,15831,12527,3304
24/02/2016,9761,7795,1800,9595,7795,1800
25/02/2016,25102,19313,4984,24297,19313,4984
26/02/2016,22573,17391,4336,21727,17391,4336
27/02/2016,17226,11547,3832,15379,11547,3832
28/02/2016,25437,14586,5487,20073,14586,5487
29/02/2016,27954,21067,5634,26701,21067,5634
01/03/2016,30509,22712,6161,28873,22712,6161
02/03/2016,26195,20117,5243,25360,20117,5243
03/03/2016,24061,18384,4775,23159,18384,4775
04/03/2016,17369,13408,3388,16796,13408,3388
05/03/2016,18023,11863,4126,15989,11863,4126
06/03/2016,18832,12130,4480,16610,12130,4480
07/03/2016,31492,23009,6518,29527,23009,6518
08/03/2016,36521,26501,7657,34158,26501,7657
09/03/2016,41490,29160,8977,38137,29160,8977
10/03/2016,42252,29534,9012,38546,29534,9012
11/03/2016,38195,26436,7846,34282,26436,7846
12/03/2016,32771,17593,6685,24278,17593,6685
13/03/2016,27550,15281,5860,21141,15281,5860
14/03/2016,10930,8450,1993,10443,8450,1993
15/03/2016,31596,22866,6620,29486,22866,6620
16/03/2016,36067,25526,7522,33048,25526,7522
17/03/2016,35390,25377,7503,32880,25377,7503
18/03/2016,34647,24756,7004,31760,24756,7004
19/03/2016,24048,14479,5317,19796,14479,5317
20/03/2016,16678,10922,3880,14802,10922,3880
21/03/2016,26414,19552,5190,24742,19552,5190
22/03/2016,33497,24118,6977,31095,24118,6977
23/03/2016,40983,28636,8597,37233,28636,8597
24/03/2016,36495,25717,7204,32921,25717,7204
25/03/2016,34097,22603,6925,29528,22603,6925
26/03/2016,27478,14234,5352,19586,14234,5352
27/03/2016,22483,12232,4241,16473,12232,4241
28/03/2016,20345,14739,4099,18838,14739,4099
29/03/2016,31481,22729,6416,29145,22729,6416
30/03/2016,33684,24047,7035,31082,24047,7035
31/03/2016,38348,27108,7948,35056,27108,7948
01/04/2016,34449,24048,7185,31233,24048,7185
02/04/2016,21839,14210,4453,18663,14210,4453
03/04/2016,15322,10508,3362,13870,10508,3362
04/04/2016,12302,9706,2285,11991,9706,2285
05/04/2016,26238,19887,5208,25095,19887,5208
06/04/2016,29365,21774,6188,27962,21774,6188
07/04/2016,30402,23109,6308,29417,23109,6308
08/04/2016,30817,22882,6313,29195,22882,6313
09/04/2016,12702,9074,2731,11805,9074,2731
10/04/2016,23229,14121,5135,19256,14121,5135
11/04/2016,32048,23390,6538,29928,23390,6538
12/04/2016,23765,17722,4931,22653,17722,4931
13/04/2016,37539,26950,8042,34992,26950,8042
14/04/2016,38505,27531,8128,35659,27531,8128
15/04/2016,39676,27752,8041,35793,27752,8041
16/04/2016,36148,19427,7384,26811,19427,7384
17/04/2016,38843,19661,7587,27248,19661,7587
18/04/2016,43994,29525,9079,38604,29525,9079
19/04/2016,46075,31972,9925,41897,31972,9925
20/04/2016,44547,30828,9473,40301,30828,9473
21/04/2016,45570,31495,9564,41059,31495,9564
22/04/2016,48815,29836,9158,38994,29836,9158
23/04/2016,33647,17543,6703,24246,17543,6703
24/04/2016,37866,19001,7697,26698,19001,7697
25/04/2016,42308,28261,8304,36565,28261,8304
26/04/2016,34643,24991,6811,31802,24991,6811
27/04/2016,41931,28898,8404,37302,28898,8404
28/04/2016,37428,26251,7404,33655,26251,7404
29/04/2016,34878,24454,6727,31181,24454,6727
30/04/2016,38258,19325,7442,26767,19325,7442
01/05/2016,10697,7427,2063,9490,7427,2063
02/05/2016,38537,26893,7821,34714,26893,7821
03/05/2016,22858,16721,4570,21291,16721,4570
04/05/2016,31619,23008,6384,29392,23008,6384
05/05/2016,39903,28533,8042,36575,28533,8042
06/05/2016,18860,14230,3509,17739,14230,3509
07/05/2016,31078,18113,6514,24627,18113,6514
08/05/2016,31197,17256,6364,23620,17256,6364
09/05/2016,45724,31122,9529,40651,31122,9529
10/05/2016,44849,31603,9638,41241,31603,9638
11/05/2016,51181,35043,10940,45983,35043,10940
12/05/2016,52273,34899,10929,45828,34899,10929
13/05/2016,32391,22898,6516,29414,22898,6516
14/05/2016,42063,21988,8566,30554,21988,8566
15/05/2016,28661,16497,6012,22509,16497,6012
16/05/2016,42787,28967,8683,37650,28967,8683
17/05/2016,43396,30504,8873,39377,30504,8873
18/05/2016,44803,30962,9464,40426,30962,9464
19/05/2016,49182,33667,10257,43924,33667,10257
20/05/2016,52543,34231,10599,44830,34231,10599
21/05/2016,30519,17425,6188,23613,17425,6188
22/05/2016,37802,20114,7790,27904,20114,7790
23/05/2016,48578,32509,10082,42591,32509,10082
24/05/2016,34796,24797,7388,32185,24797,7388
25/05/2016,53439,36312,11635,47947,36312,11635
26/05/2016,52133,35395,11201,46596,35395,11201
27/05/2016,46937,30642,9917,40559,30642,9917
28/05/2016,34222,16382,6473,22855,16382,6473
29/05/2016,36877,15500,6433,21933,15500,6433
30/05/2016,32619,16685,6580,23265,16685,6580
31/05/2016,49756,33400,10887,44287,33400,10887
01/06/2016,54665,37132,12120,49252,37132,12120
02/06/2016,54401,37047,11873,48920,37047,11873
03/06/2016,38975,27194,8297,35491,27194,8297
04/06/2016,40977,21504,8796,30300,21504,8796
05/06/2016,22397,13993,5127,19120,13993,5127
06/06/2016,52149,34930,11361,46291,34930,11361
07/06/2016,51812,36118,11375,47493,36118,11375
08/06/2016,42250,30866,9206,40072,30866,9206
09/06/2016,52905,36961,11246,48207,36961,11246
10/06/2016,53299,35642,11412,47054,35642,11412
11/06/2016,41030,22186,8909,31095,22186,8909
12/06/2016,40637,21575,8744,30319,21575,8744
13/06/2016,49069,33843,10344,44187,33843,10344
14/06/2016,54813,37754,12084,49838,37754,12084
15/06/2016,55049,37712,12239,49951,37712,12239
16/06/2016,46198,32389,9981,42370,32389,9981
17/06/2016,54236,35481,11232,46713,35481,11232
18/06/2016,48901,22687,9181,31868,22687,9181
19/06/2016,45270,21137,8492,29629,21137,8492
20/06/2016,52247,35091,11392,46483,35091,11392
21/06/2016,53564,36899,12070,48969,36899,12070
22/06/2016,55749,38501,12547,51048,38501,12547
23/06/2016,53206,37084,11750,48834,37084,11750
24/06/2016,54186,36063,11494,47557,36063,11494
25/06/2016,43000,23072,9286,32358,23072,9286
26/06/2016,42992,22428,9051,31479,22428,9051
27/06/2016,47023,31874,9947,41821,31874,9947
28/06/2016,49593,34680,10969,45649,34680,10969
29/06/2016,54882,37827,12205,50032,37827,12205
